MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS 
2007,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,A4,X,16.5,12.5,14.7,19,338
2007,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16,11.7,14,20,322
2007,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6,8,A4,X,17.4,13.1,15.5,18,357
2007,CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.7,13.3,15.2,19,350
2007,CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.4,13.5,15.7,18,361
2007,CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.7,12.5,14.8,19,340
2007,CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,6,8,A4,X,18.1,13.7,16.1,18,370
2007,CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.8,12.7,15,19,345
2007,CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,22.3,16.9,19.9,14,318
2007,CHEVROLET,SILVERADO CLASSIC,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.5,11.9,13.9,20,320
2007,CHEVROLET,SILVERADO CLASSIC,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.1,11.2,13.9,20,320
2007,CHEVROLET,SILVERADO CLASSIC,PICKUP TRUCK - STANDARD,4.8,8,A4,X,16,12.1,14.2,20,327
2007,CHEVROLET,SILVERADO CLASSIC,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.3,12.2,14.5,19,334
2007,CHEVROLET,SILVERADO CLASSIC,PICKUP TRUCK - STANDARD,6,8,A4,Z,18,13.7,16.1,18,370
2007,CHEVROLET,SILVERADO CLASSIC 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.7,13.4,15.2,19,350
2007,CHEVROLET,SILVERADO CLASSIC 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.1,12.6,15.1,19,347
2007,CHEVROLET,SILVERADO CLASSIC 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.1,13.5,15.5,18,357
2007,CHEVROLET,SILVERADO CLASSIC 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.7,13.3,15.7,18,361
2007,CHEVROLET,SILVERADO CLASSIC 4X4,PICKUP TRUCK - STANDARD,6,8,A4,Z,18.8,15,17.1,17,393
2007,CHEVROLET,SILVERADO CLASSIC 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.7,13.7,15.9,18,366
2007,CHEVROLET,SILVERADO CLASSIC 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,23.1,18.1,20.8,14,333
2007,CHEVROLET,SILVERADO CLASSIC FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.8,12.2,14.7,19,338
2007,CHEVROLET,SILVERADO CLASSIC FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,21.9,16,19.3,15,309
2007,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16,11.8,14.1,20,324
2007,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,21.3,15.7,18.7,15,299
2007,CHEVROLET,SILVERADO HYBRID CLASSIC,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.8,12.2,13.6,21,313
2007,CHEVROLET,SILVERADO HYBRID CLASSIC 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16,13.3,14.7,19,338
2007,CHEVROLET,SUBURBAN,SUV,5.3,8,A4,X,16.4,11.5,14.2,20,327
2007,CHEVROLET,SUBURBAN,SUV,6,8,A4,X,18.1,13.4,16,18,368
2007,CHEVROLET,SUBURBAN 4X4,SUV,6,8,A4,X,18.3,13.7,16.2,17,373
2007,CHEVROLET,SUBURBAN 4X4 FFV,SUV,5.3,8,A4,X,17.1,12.2,14.9,19,343
2007,CHEVROLET,SUBURBAN 4X4 FFV,SUV,5.3,8,A4,E,22.7,16.3,19.8,14,317
2007,CHEVROLET,SUBURBAN FFV,SUV,5.3,8,A4,X,16.7,11.9,14.5,19,334
