MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km)
2009,CHEVROLET,EXPRESS CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.3,16.5,17,380
2009,CHEVROLET,EXPRESS CARGO CONV AWD FFV,VAN - CARGO,5.3,8,A4,X,18.3,14.3,16.5,17,380
2009,CHEVROLET,EXPRESS CARGO CONV AWD FFV,VAN - CARGO,5.3,8,A4,E,24.7,19.8,22.5,13,360
2009,CHEVROLET,EXPRESS CARGO CONV FFV,VAN - CARGO,5.3,8,A4,X,18,13.7,16.1,18,370
2009,CHEVROLET,EXPRESS CARGO CONV FFV,VAN - CARGO,5.3,8,A4,E,24.2,18.9,21.8,13,349
2009,CHEVROLET,EXPRESS CARGO FFV,VAN - CARGO,5.3,8,A4,X,17.1,13.1,15.3,18,352
2009,CHEVROLET,EXPRESS CARGO FFV,VAN - CARGO,5.3,8,A4,E,23,18.1,20.8,14,333
2009,CHEVROLET,EXPRESS PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18,13.7,16.1,18,370
2009,CHEVROLET,EXPRESS PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.3,16.5,17,380
2009,CHEVROLET,EXPRESS PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,X,18.3,14.3,16.5,17,380
2009,CHEVROLET,EXPRESS PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,E,24.7,19.8,22.5,13,360
2009,CHEVROLET,EXPRESS PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,X,18,13.7,16.1,18,370
2009,CHEVROLET,EXPRESS PASSENGER FFV,VAN - PASSENGER,5.3,8,A4,E,24.2,18.9,21.8,13,349
2009,CHEVROLET,HHR FFV,SUV,2.2,4,A4,X,11,7.9,9.6,29,221
2009,CHEVROLET,HHR FFV,SUV,2.2,4,A4,E,14.8,10.6,12.9,22,206
