MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS 
2006,CHEVROLET,C1500 SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16.5,12.1,14.5,19,334
2006,CHEVROLET,C1500 SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,21.7,15.9,19.1,15,306
2006,CHEVROLET,C1500 SILVERADO HYBRID,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.8,12.2,13.6,21,313
2006,CHEVROLET,C1500 SUBURBAN,SUV,5.3,8,A4,X,17.7,12.8,15.5,18,357
2006,CHEVROLET,C1500 SUBURBAN FFV,SUV,5.3,8,A4,X,18.4,13.5,16.2,17,373
2006,CHEVROLET,C1500 SUBURBAN FFV,SUV,5.3,8,A4,E,24.2,18,21.4,13,342
2006,CHEVROLET,C1500 TAHOE,SUV,4.8,8,A4,X,16.8,12.7,15,19,345
2006,CHEVROLET,C1500 TAHOE,SUV,5.3,8,A4,X,17.7,12.8,15.5,18,357
2006,CHEVROLET,C1500 TAHOE FFV,SUV,5.3,8,A4,X,18.4,13.7,16.3,17,375
2006,CHEVROLET,C1500 TAHOE FFV,SUV,5.3,8,A4,E,24.2,18.2,21.5,13,344
2006,CHEVROLET,COBALT,SUBCOMPACT,2,4,M5,Z,11.5,8.7,10.2,28,235
2006,CHEVROLET,COBALT,SUBCOMPACT,2.2,4,A4,X,10.9,8,9.6,29,221
2006,CHEVROLET,COBALT,SUBCOMPACT,2.2,4,M5,X,10.9,7.3,9.3,30,214
2006,CHEVROLET,COBALT,SUBCOMPACT,2.4,4,A4,Z,10.6,7.9,9.4,30,216
2006,CHEVROLET,COBALT,SUBCOMPACT,2.4,4,M5,Z,10.8,7.5,9.3,30,214
2006,CHEVROLET,COLORADO,PICKUP TRUCK - STANDARD,2.8,4,A4,X,15.4,10.9,13.4,21,308
2006,CHEVROLET,COLORADO,PICKUP TRUCK - STANDARD,2.8,4,M5,X,13.7,9.4,11.8,24,271
2006,CHEVROLET,COLORADO,PICKUP TRUCK - STANDARD,3.5,5,A4,X,14,10.5,12.5,23,288
2006,CHEVROLET,COLORADO,PICKUP TRUCK - STANDARD,3.5,5,M5,X,14.6,10.2,12.6,22,290
2006,CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,2.8,4,A4,X,16,11.3,13.9,20,320
2006,CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,2.8,4,M5,X,15.4,11,13.4,21,308
2006,CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,3.5,5,A4,X,14.9,11.4,13.3,21,306
2006,CHEVROLET,COLORADO 4X4,PICKUP TRUCK - STANDARD,3.5,5,M5,X,15,11.2,13.3,21,306
2006,CHEVROLET,COLORADO CHASSIS CAB,PICKUP TRUCK - STANDARD,3.5,5,A4,X,15.6,11.4,13.7,21,315
2006,CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - STANDARD,2.8,4,A4,X,15.5,10.9,13.4,21,308
2006,CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - STANDARD,2.8,4,M5,X,13.7,9.4,11.8,24,271
2006,CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - STANDARD,3.5,5,A4,X,14,10.6,12.5,23,288
2006,CHEVROLET,COLORADO CREW CAB 4X4,PICKUP TRUCK - STANDARD,2.8,4,A4,X,16,11.3,13.9,20,320
2006,CHEVROLET,COLORADO CREW CAB 4X4,PICKUP TRUCK - STANDARD,2.8,4,M5,X,15.4,11,13.4,21,308
2006,CHEVROLET,COLORADO CREW CAB 4X4,PICKUP TRUCK - STANDARD,3.5,5,A4,X,15.4,11.8,13.8,20,317
2006,CHEVROLET,CORVETTE,TWO-SEATER,6,8,AS6,Z,15.4,9.4,12.7,22,292
2006,CHEVROLET,CORVETTE,TWO-SEATER,6,8,M6,Z,14.8,9,12.2,23,281
2006,CHEVROLET,CORVETTE,TWO-SEATER,7,8,M6,Z,16,9.7,13.1,22,301
2006,CHEVROLET,EPICA,MID-SIZE,2.5,6,A4,X,13.5,9.4,11.6,24,267
2006,CHEVROLET,EQUINOX,SUV,3.4,6,A5,X,14.2,10.1,12.3,23,283
2006,CHEVROLET,EQUINOX AWD,SUV,3.4,6,A5,X,14.7,10.6,12.9,22,297
2006,CHEVROLET,G15 EXPRESS CARGO,VAN - CARGO,4.3,6,A4,X,18.2,13.8,16.2,17,373
2006,CHEVROLET,G15 EXPRESS CARGO,VAN - CARGO,5.3,8,A4,X,16.5,12.6,14.7,19,338
2006,CHEVROLET,G15 EXPRESS CARGO CONV,VAN - CARGO,4.3,6,A4,X,18.3,13.8,16.3,17,375
2006,CHEVROLET,G15 EXPRESS CARGO CONV,VAN - CARGO,5.3,8,A4,X,18,14.1,16.2,17,373
2006,CHEVROLET,G15 EXPRESS PASSENGER,VAN - PASSENGER,4.3,6,A4,X,17.4,13.1,15.5,18,357
2006,CHEVROLET,G15 EXPRESS PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18,14.1,16.2,17,373
2006,CHEVROLET,H15 EXPRESS CARGO AWD,VAN - CARGO,5.3,8,A4,X,17.7,12.8,15.5,18,357
2006,CHEVROLET,H15 EXPRESS CARGO AWD CONV,VAN - CARGO,5.3,8,A4,X,18.8,15.3,17.2,16,396
2006,CHEVROLET,H15 EXPRESS PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.8,15.3,17.2,16,396
2006,CHEVROLET,HHR,SUV,2.2,4,A4,X,11.5,8.5,10.1,28,232
2006,CHEVROLET,HHR,SUV,2.2,4,M5,X,11.5,7.6,9.8,29,225
2006,CHEVROLET,HHR,SUV,2.4,4,A4,Z,11.6,8.1,10,28,230
2006,CHEVROLET,HHR,SUV,2.4,4,M5,Z,11.8,8.3,10.2,28,235
2006,CHEVROLET,IMPALA,FULL-SIZE,3.5,6,A4,X,12.8,8.3,10.8,26,248
2006,CHEVROLET,IMPALA,FULL-SIZE,3.9,6,A4,X,13.6,9.4,11.7,24,269
2006,CHEVROLET,IMPALA,FULL-SIZE,5.3,8,A4,Z,14.6,9.3,12.2,23,281
2006,CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,X,12.8,8.3,10.8,26,248
2006,CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,E,16.5,10.9,14,20,224
2006,CHEVROLET,K1500 AVALANCHE 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.8,15.3,17.2,16,396
2006,CHEVROLET,K1500 AVALANCHE FFV 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,19,14.5,17,17,391
2006,CHEVROLET,K1500 AVALANCHE FFV 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,E,25.1,19.2,22.4,13,358
2006,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,17.4,13.8,15.8,18,363
2006,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.7,13,15.6,18,359
2006,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.1,13.3,15.4,18,354
2006,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,17.9,12.9,15.6,18,359
2006,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.6,13.3,15.6,18,359
2006,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,6,8,A4,Z,18.8,15,17.1,17,393
2006,CHEVROLET,K1500 SILVERADO FFV 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.1,13.3,15.4,18,354
2006,CHEVROLET,K1500 SILVERADO FFV 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,E,22.4,17.4,20.2,14,323
2006,CHEVROLET,K1500 SILVERADO HYBRID 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,16,13.3,14.7,19,338
2006,CHEVROLET,K1500 SUBURBAN 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2006,CHEVROLET,K1500 SUBURBAN AWD,SUV,6,8,A4,Z,19.1,14.6,17.1,17,393
2006,CHEVROLET,K1500 SUBURBAN FFV 4X4,SUV,5.3,8,A4,X,19,14.5,17,17,391
2006,CHEVROLET,K1500 SUBURBAN FFV 4X4,SUV,5.3,8,A4,E,25.1,19.2,22.4,13,358
2006,CHEVROLET,K1500 TAHOE 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2006,CHEVROLET,K1500 TAHOE FFV 4X4,SUV,5.3,8,A4,X,19,14.5,17,17,391
2006,CHEVROLET,K1500 TAHOE FFV 4X4,SUV,5.3,8,A4,E,25.1,19.2,22.4,13,358
2006,CHEVROLET,MALIBU,MID-SIZE,2.2,4,A4,X,11.3,8.1,9.9,29,228
2006,CHEVROLET,MALIBU,MID-SIZE,3.5,6,A4,X,12,8.1,10.3,27,237
2006,CHEVROLET,MALIBU,MID-SIZE,3.9,6,AS4,X,14.7,10.2,12.7,22,292
2006,CHEVROLET,MALIBU MAXX,FULL-SIZE,3.5,6,A4,X,13,9.1,11.3,25,260
2006,CHEVROLET,MALIBU MAXX,FULL-SIZE,3.9,6,AS4,X,14.7,10.2,12.7,22,292
2006,CHEVROLET,MONTE CARLO,MID-SIZE,3.5,6,A4,X,12.5,8.2,10.5,27,242
2006,CHEVROLET,MONTE CARLO,MID-SIZE,3.9,6,A4,X,13.3,9.3,11.5,25,265
2006,CHEVROLET,MONTE CARLO,MID-SIZE,5.3,8,A4,Z,14.6,9.3,12.2,23,281
2006,CHEVROLET,OPTRA,COMPACT,2,4,A4,X,12.5,8.5,10.7,26,246
2006,CHEVROLET,OPTRA,COMPACT,2,4,M5,X,11.8,8.5,10.3,27,237
2006,CHEVROLET,OPTRA WAGON,STATION WAGON - SMALL,2,4,A4,X,12.5,8.5,10.7,26,246
2006,CHEVROLET,OPTRA WAGON,STATION WAGON - SMALL,2,4,M5,X,11.8,8.5,10.3,27,237
2006,CHEVROLET,SSR PICKUP,PICKUP TRUCK - STANDARD,6,8,A4,Z,17.3,12.9,15.3,18,352
2006,CHEVROLET,SSR PICKUP,PICKUP TRUCK - STANDARD,6,8,M6,Z,19.9,12.6,16.6,17,382
2006,CHEVROLET,TRAILBLAZER,SUV,4.2,6,A4,X,16.5,11.7,14.3,20,329
2006,CHEVROLET,TRAILBLAZER,SUV,5.3,8,A4,X,16.5,11.5,14.3,20,329
2006,CHEVROLET,TRAILBLAZER,SUV,6,8,A4,Z,17.3,12.9,15.3,18,352
2006,CHEVROLET,TRAILBLAZER 4X4,SUV,4.2,6,A4,X,17.6,12.9,15.5,18,357
2006,CHEVROLET,TRAILBLAZER 4X4,SUV,5.3,8,A4,X,17.1,12,14.8,19,340
2006,CHEVROLET,TRAILBLAZER AWD,SUV,6,8,A4,Z,18.2,14.3,16.4,17,377
2006,CHEVROLET,TRAILBLAZER EXT,SUV,4.2,6,A4,X,17.3,12.7,15.2,19,350
2006,CHEVROLET,TRAILBLAZER EXT,SUV,5.3,8,A4,X,16.5,11.5,14.3,20,329
2006,CHEVROLET,TRAILBLAZER EXT 4X4,SUV,4.2,6,A4,X,17.6,12.9,15.5,18,357
2006,CHEVROLET,TRAILBLAZER EXT 4X4,SUV,5.3,8,A4,X,17.9,12.8,15.6,18,359
2006,CHEVROLET,UPLANDER,MINIVAN,3.5,6,A4,X,14.5,10.3,12.6,22,290
2006,CHEVROLET,UPLANDER,MINIVAN,3.9,6,A4,X,14.7,10.1,12.6,22,290
2006,CHEVROLET,UPLANDER AWD,MINIVAN,3.5,6,A4,X,15.4,11.2,13.5,21,311
2006,CHRYSLER,300,FULL-SIZE,3.5,6,A4,X,13.7,9.6,11.9,24,274
2006,CHRYSLER,300,FULL-SIZE,3.5,6,AS5,X,14,9.6,12,24,276
2006,CHRYSLER,300 AWD,FULL-SIZE,3.5,6,AS5,X,15.5,10.6,13.3,21,306
2006,CHRYSLER,300C (MDS),FULL-SIZE,5.7,8,AS5,X,15.5,10.4,13.2,21,304
2006,CHRYSLER,300C AWD (MDS),FULL-SIZE,5.7,8,AS5,X,15.2,10.6,13.2,21,304
2006,CHRYSLER,300C SRT8,FULL-SIZE,6.1,8,AS5,Z,18.3,12.8,15.8,18,363
2006,CHRYSLER,CROSSFIRE,TWO-SEATER,3.2,6,AS5,Z,12.7,9.3,11.1,25,255
2006,CHRYSLER,CROSSFIRE,TWO-SEATER,3.2,6,M6,Z,15.7,10.1,13.2,21,304
2006,CHRYSLER,CROSSFIRE ROADSTER,TWO-SEATER,3.2,6,AS5,Z,12.7,9.3,11.1,25,255
2006,CHRYSLER,CROSSFIRE ROADSTER,TWO-SEATER,3.2,6,M6,Z,15.7,10.1,13.2,21,304
2006,CHRYSLER,CROSSFIRE ROADSTER SRT6 #,TWO-SEATER,3.2,6,AS5,Z,15.3,10.6,13.2,21,304
2006,CHRYSLER,CROSSFIRE SRT6 #,TWO-SEATER,3.2,6,AS5,Z,15.3,10.6,13.2,21,304
2006,CHRYSLER,PACIFICA,SUV,3.5,6,AS4,X,15.7,11.1,13.6,21,313
